input.pincode,output.city,output.state,output.lat,output.lon,output.hub,output.hub_pin,output.hub_city,output.ogl_distance,output.distance_from_hub,output.serviceable_flag
521185,Krishna,Andhra Pradesh,16.77011,80.27,Vijayawada,,,,47.8839,ogl
521301,Krishna,Andhra Pradesh,16.43417,81.0,Vijayawada,,,,40.2456,ogl
521324,Krishna,Andhra Pradesh,16.36698,81.4,Vijayawada,,,,83.5328,ogl
522409,Guntur,Andhra Pradesh,16.71402,80.11,Guntur,,,,59.4727,ogl
522414,Guntur,Andhra Pradesh,16.62949,79.76,Nalgonda,,,,63.107,ogl
522426,Guntur,Andhra Pradesh,16.48444,79.4,Nalgonda,,,,45.862,ogl
522613,Guntur,Andhra Pradesh,16.33625,79.33,Nalgonda,,,,59.2416,ogl
522614,Guntur,Andhra Pradesh,16.40211,79.7,Nalgonda,,,,72.1973,ogl
523001,Prakasam,Andhra Pradesh,15.4928,80.05,Ongole,,,,1.4678,ogl
523211,Prakasam,Andhra Pradesh,15.61391,80.03,Ongole,,,,12.1869,ogl
523230,Prakasam,Andhra Pradesh,15.40153,79.49,Ongole,,,,61.1212,ogl
523274,Prakasam,Andhra Pradesh,15.32966,80.01,Ongole,,,,20.0692,ogl
523281,Prakasam,Andhra Pradesh,15.06937,79.9,Ongole,,,,51.1441,ogl
523326,Prakasam,Andhra Pradesh,16.06013,79.47,Ongole,,,,87.4463,ogl
524132,Nellore,Andhra Pradesh,13.96957,79.57,Tirupati,,,,41.0861,ogl
524228,Nellore,Andhra Pradesh,14.84377,79.53,Nellore,,,,66.0768,ogl
524405,Nellore,Andhra Pradesh,14.25546,79.87,Nellore,,,,25.2,ogl
532123,Srikakulam,Andhra Pradesh,18.47709,83.75,Raipur,,,,378.852,ogl
533005,East Godavari,Andhra Pradesh,17.01479,82.24,Vijayawada,,,,179.9847,ogl
533255,East Godavari,Andhra Pradesh,16.85904,82.05,Vijayawada,,,,155.793,ogl
533296,Srikrishnapatnam,Andhra Pradesh,17.03503,81.89,Vijayawada,,,,145.8699,ogl
533407,East Godavari,Andhra Pradesh,17.46346,82.44,Vijayawada,,,,219.2802,ogl
533464,East Godavari,Andhra Pradesh,16.71065,82.34,Vijayawada,,,,183.2778,ogl
534001,West Godavari,Andhra Pradesh,16.6952,81.11,Vijayawada,,,,54.7242,ogl
534002,West Godavari,Andhra Pradesh,16.69786,81.09,Vijayawada,,,,52.8596,ogl
534112,West Godavari,Andhra Pradesh,16.92977,81.38,Vijayawada,,,,92.0352,ogl
534447,West Godavari,Andhra Pradesh,17.10445,81.33,Vijayawada,,,,99.0681,ogl
535002,Vizianagaram,Andhra Pradesh,18.11598,83.42,Vijayawada,,,,345.3544,ogl
572141,Tumkur,Karnataka,14.25826,77.19,Anantapur,,,,57.478,ogl
573103,Hassan,Karnataka,13.33884,76.27,Bangalore,,,,151.2271,ogl
573112,Hassan,Karnataka,13.4094,76.18,Bangalore,,,,162.7158,ogl
577134,Chickmagalur,Karnataka,13.57446,75.54,Bangalore,,,,234.2907,ogl
573134,Hassan,Karnataka,12.90462,75.7,Kozhikode,,,,184.1909,ogl
574231,Dakshina Kannada,Karnataka,12.85708,75.04,Kozhikode,,,,195.9804,ogl
574243,Dakshina Kannada,Karnataka,12.74058,75.11,Kozhikode,,,,181.057,ogl
575004,Dakshina Kannada,Karnataka,12.89078,74.85,Kozhikode,,,,208.5957,ogl
575011,Dakshina Kannada,Karnataka,12.96503,74.83,Kozhikode,,,,216.8743,ogl
576257,Udupi,Karnataka,13.56956,74.7,Kozhikode,,,,283.3336,ogl
577006,Davangere,Karnataka,14.47772,75.91,Anantapur,,,,165.7629,ogl
577228,Chickmagalur,Karnataka,13.71963,75.84,Anantapur,,,,204.3148,ogl
577302,Shimoga,Karnataka,13.80008,75.69,Anantapur,,,,213.6004,ogl
577132,Chickmagalur,Karnataka,13.09071,75.63,Kozhikode,,,,205.3259,ogl
577133,Chickmagalur,Karnataka,13.24978,75.74,Bangalore,,,,205.6281,ogl
577224,Davangere,Karnataka,14.17691,75.74,Anantapur,,,,191.7332,ogl
577401,Shimoga,Karnataka,14.21993,74.98,Anantapur,,,,269.5806,ogl
577432,Shimoga,Karnataka,13.62656,75.22,Anantapur,,,,267.4854,ogl
577552,Davangere,Karnataka,14.18348,76.0,Anantapur,,,,165.1299,ogl
581106,Haveri,Karnataka,14.6492,75.46,Anantapur,,,,212.0443,ogl
581402,Uttara Kannada,Karnataka,14.71353,74.85,Anantapur,,,,277.4707,ogl
582103,Gadag,Karnataka,15.34143,75.65,Anantapur,,,,203.2597,ogl
582116,Gadag,Karnataka,15.08697,75.51,Anantapur,,,,210.3079,ogl
582118,Gadag,Karnataka,15.11719,75.83,Anantapur,,,,177.4967,ogl
582207,Gadag,Karnataka,15.74191,75.43,Kalaburagi,,,,231.4934,ogl
583121,Bellary,Karnataka,15.63302,76.93,Anantapur,,,,114.8308,ogl
583132,Bellary,Karnataka,15.39593,76.61,Anantapur,,,,115.765,ogl
583237,Koppal,Karnataka,15.53811,76.22,Anantapur,,,,158.5704,ogl
583277,Koppal,Karnataka,15.76512,76.21,Anantapur,,,,175.0304,ogl
584102,Raichur,Karnataka,16.26058,77.47,Kurnool,,,,77.4763,ogl
584111,Raichur,Karnataka,16.39831,76.96,Kalaburagi,,,,104.4591,ogl
584115,Raichur,Karnataka,16.18716,76.67,Kalaburagi,,,,128.2764,ogl
584120,Raichur,Karnataka,16.06481,76.78,Kurnool,,,,137.2201,ogl
584122,Raichur,Karnataka,16.09796,76.54,Kalaburagi,,,,140.5359,ogl
584123,Raichur,Karnataka,15.97777,77.0,Kurnool,,,,112.4233,ogl
584126,Raichur,Karnataka,16.37223,77.07,Rangareddy,,,,97.8144,ogl
585101,Gulbarga,Karnataka,17.34865,76.83,Kalaburagi,,,,2.1234,ogl
585104,Gulbarga,Karnataka,17.47765,76.83,Kalaburagi,,,,16.4243,ogl
585202,Yadgir,Karnataka,16.76452,77.1,Kalaburagi,,,,68.9315,ogl
585211,Gulbarga,Karnataka,17.08237,77.11,Kalaburagi,,,,40.1966,ogl
585228,Gulbarga,Karnataka,17.16238,76.92,Kalaburagi,,,,20.7418,ogl
585237,Yadgir,Karnataka,16.36123,76.38,Kalaburagi,,,,118.0744,ogl
585325,Gulbarga,Karnataka,16.82491,76.5,Kalaburagi,,,,66.4601,ogl
585328,Bidar,Karnataka,18.02656,77.2,Sangareddy,,,,68.1905,ogl
585414,Bidar,Karnataka,17.86751,77.27,Sangareddy,,,,58.4932,ogl
586102,Bijapur(Kar),Karnataka,16.73301,75.86,Kalaburagi,,,,123.0305,ogl
586108,Bijapur(Kar),Karnataka,16.9029,75.79,Kalaburagi,,,,120.712,ogl
586201,Bijapur(Kar),Karnataka,16.37679,75.85,Kalaburagi,,,,149.0174,ogl
587101,Bagalkot,Karnataka,16.19469,75.71,Kalaburagi,,,,173.969,ogl
587116,Bagalkot,Karnataka,16.33311,75.63,Kalaburagi,,,,169.4575,ogl
587311,Bagalkot,Karnataka,16.47026,75.14,Kalaburagi,,,,204.0398,ogl
591102,Belgaum,Karnataka,15.83398,74.81,Kalaburagi,,,,272.412,ogl
591129,Belgaum,Karnataka,16.04777,75.02,Kalaburagi,,,,240.1438,ogl
591213,Belgaum,Karnataka,16.51021,74.7,Kalaburagi,,,,244.6621,ogl
591220,Belgaum,Karnataka,16.52929,74.98,Kalaburagi,,,,216.4138,ogl
591307,Belgaum,Karnataka,16.18227,74.87,Kalaburagi,,,,245.0045,ogl
604306,Villupuram,Tamil Nadu,12.17186,79.54,Chengalpattu,,,,74.5879,ogl
605007,Pondicherry,Pondicherry,11.87112,79.8,Chengalpattu,,,,92.5632,ogl
605013,Pondicherry,Pondicherry,11.93858,79.81,Chengalpattu,,,,85.0054,ogl
607106,Cuddalore,Tamil Nadu,11.76098,79.54,Chengalpattu,,,,113.3928,ogl
609001,Nagapattinam,Tamil Nadu,11.09389,79.66,Tiruchirappalli,,,,110.4994,ogl
610105,Tiruvarur,Tamil Nadu,10.8853,79.59,Tiruchirappalli,,,,98.6431,ogl
611001,Nagapattinam,Tamil Nadu,10.77742,79.85,Tiruchirappalli,,,,126.7558,ogl
612501,Thanjavur,Tamil Nadu,11.01223,79.38,Tiruchirappalli,,,,78.6218,ogl
613703,Tiruvarur,Tamil Nadu,10.77711,79.49,Tiruchirappalli,,,,87.4586,ogl
614205,Thanjavur,Tamil Nadu,10.91937,79.27,Tiruchirappalli,,,,64.494,ogl
614617,Pudukkottai,Tamil Nadu,10.01058,79.22,Tiruchirappalli,,,,106.1196,ogl
621701,Ariyalur,Tamil Nadu,11.04075,79.26,Tiruchirappalli,,,,67.3142,ogl
621806,Ariyalur,Tamil Nadu,11.24063,79.29,Tiruchirappalli,,,,81.1246,ogl
627358,Tirunelveli,Tamil Nadu,8.76801,77.67,Tirunelveli,,,,6.0983,ogl
627414,Tirunelveli,Tamil Nadu,8.64278,77.57,Tirunelveli,,,,18.1899,ogl
627425,Tirunelveli,Tamil Nadu,8.6924,77.42,Tirunelveli,,,,32.1476,ogl
627811,Tirunelveli,Tamil Nadu,8.96106,77.31,Tirunelveli,,,,50.908,ogl
628002,Tuticorin,Tamil Nadu,8.84682,78.1,Tirunelveli,,,,44.7822,ogl
632102,Vellore,Tamil Nadu,12.6839,79.03,Vellore,,,,24.2484,ogl
632107,Vellore,Tamil Nadu,12.75033,78.83,Vellore,,,,29.9803,ogl
635701,Vellore,Tamil Nadu,12.58915,78.81,Vellore,,,,43.9306,ogl
670003,Kannur,Kerala,11.85692,75.39,Kozhikode,,,,79.7469,ogl
670702,Kannur,Kerala,11.93503,75.61,Kozhikode,,,,78.3904,ogl
673542,Kozhikode,Kerala,11.63698,75.64,Kozhikode,,,,45.6552,ogl
673620,Kozhikode,Kerala,11.47067,75.71,Kozhikode,,,,25.6966,ogl
685552,Idukki,Kerala,9.81084,77.21,Madurai,,,,99.4804,ogl
691003,Kollam,Kerala,8.91167,76.55,Thiruvananthapuram,,,,64.2764,ogl
713303,Bardhaman,West Bengal,23.66199,87.0,Bhagalpur,,,,181.5038,ogl
713325,Bardhaman,West Bengal,23.65778,86.93,Bhagalpur,,,,182.6196,ogl
713335,Bardhaman,West Bengal,23.81112,86.91,Bhagalpur,,,,165.9424,ogl
721423,East Midnapore,West Bengal,21.68674,87.62,Bhagalpur,,,,403.7668,ogl
721426,West Midnapore,West Bengal,21.92924,87.3,Nawada,,,,369.0312,ogl
721439,East Midnapore,West Bengal,22.03453,87.53,Bhagalpur,,,,364.2759,ogl
721445,West Midnapore,West Bengal,22.00648,87.44,Bhagalpur,,,,366.473,ogl
721501,West Midnapore,West Bengal,22.67712,86.71,Nawada,,,,267.088,ogl
721513,West Midnapore,West Bengal,22.36824,87.14,Nawada,,,,318.5226,ogl
722101,Bankura,West Bengal,23.23092,87.07,Bhagalpur,,,,229.04,ogl
722150,Bankura,West Bengal,22.77699,87.01,Nawada,,,,272.9422,ogl
723103,Puruliya,West Bengal,23.39644,86.24,Nawada,,,,174.1327,ogl
723131,Puruliya,West Bengal,22.98645,86.63,Nawada,,,,232.8334,ogl
723148,Puruliya,West Bengal,23.34835,86.49,Nawada,,,,190.8052,ogl
732101,Malda,West Bengal,25.01543,88.12,Katihar,,,,76.9883,ogl
732124,Malda,West Bengal,25.21695,88.24,Katihar,,,,70.7871,ogl
732140,Malda,West Bengal,25.47133,87.95,Katihar,,,,32.0549,ogl
732201,Malda,West Bengal,24.78986,88.08,Katihar,,,,96.0443,ogl
733101,South Dinajpur,West Bengal,25.22182,88.79,Katihar,,,,120.9092,ogl
733128,North Dinajpur,West Bengal,25.36562,88.13,Katihar,,,,53.1636,ogl
733142,South Dinajpur,West Bengal,25.29802,88.49,Katihar,,,,89.6152,ogl
733208,North Dinajpur,West Bengal,26.0463,88.02,Katihar,,,,65.8793,ogl
733209,North Dinajpur,West Bengal,25.98872,87.89,Purnia,,,,53.3334,ogl
733210,North Dinajpur,West Bengal,26.00382,88.09,Katihar,,,,66.5242,ogl
733215,North Dinajpur,West Bengal,25.7869,87.97,Katihar,,,,41.2125,ogl
824236,Gaya,Bihar,24.93378,84.87,Jehanabad,,,,27.8741,ogl
825402,Hazaribag,Jharkhand,24.09729,85.41,Gaya,,,,76.4151,ogl
825408,Chatra,Jharkhand,24.19366,85.07,Gaya,,,,54.4186,ogl
735202,Jalpaiguri,West Bengal,26.80029,88.96,Bongaigaon,,,,162.9627,ogl
735210,Jalpaiguri,West Bengal,26.58709,89.01,Bongaigaon,,,,154.6569,ogl
825412,Giridh,Jharkhand,24.41824,85.97,Nawada,,,,63.6765,ogl
736170,Cooch Behar,West Bengal,26.29316,89.39,Bongaigaon,,,,118.3807,ogl
741103,Nadia,West Bengal,23.67424,88.51,Katihar,,,,227.0563,ogl
742121,Murshidabad,West Bengal,23.92965,88.47,Katihar,,,,199.3817,ogl
742136,Murshidabad,West Bengal,24.06895,88.11,Bhagalpur,,,,168.0432,ogl
742149,Murshidabad,West Bengal,24.16788,88.27,Katihar,,,,167.016,ogl
742163,Murshidabad,West Bengal,23.83574,88.19,Bhagalpur,,,,194.0098,ogl
742189,Murshidabad,West Bengal,23.87246,88.28,Bhagalpur,,,,195.8728,ogl
742213,Murshidabad,West Bengal,24.45949,88.13,Katihar,,,,131.6399,ogl
742223,Murshidabad,West Bengal,24.5251,88.08,Katihar,,,,123.0081,ogl
742224,Murshidabad,West Bengal,24.63328,88.02,Katihar,,,,109.6187,ogl
742304,Murshidabad,West Bengal,24.20595,88.52,Katihar,,,,174.3942,ogl
742406,Murshidabad,West Bengal,24.05193,88.54,Katihar,,,,190.3415,ogl
743357,South 24 Parganas,West Bengal,21.67895,88.25,Bhagalpur,,,,417.4526,ogl
754004,Cuttack,Odisha,20.12982,86.1,Korba,,,,446.1502,ogl
754105,Cuttack,Odisha,20.22748,86.07,Korba,,,,437.146,ogl
756026,Baleswar,Odisha,21.65733,87.29,Nawada,,,,395.2342,ogl
756164,Bhadrak,Odisha,20.97045,86.86,Nawada,,,,449.2563,ogl
761200,Gajapati,Odisha,18.78402,84.1,Raipur,,,,375.717,ogl
765020,Rayagada,Odisha,19.70662,83.8,Raipur,,,,283.136,ogl
769001,Sundergarh,Odisha,22.21465,84.86,Korba,,,,230.7891,ogl
781001,Kamrup,Assam,26.18586,91.75,Guwahati,,,,1.5971,ogl
781037,Kamrup,Assam,26.12986,91.83,Guwahati,,,,9.6222,ogl
788001,Cachar,Assam,24.82417,92.8,Silchar,,,,2.3448,ogl
788817,Cachar,Assam,25.02067,92.68,Silchar,,,,23.1285,ogl
799001,West Tripura,Tripura,23.83005,91.27,Silchar,,,,189.2305,ogl
841205,Saran,Bihar,25.91835,84.6,Patna,,,,62.3476,ogl
841238,Siwan,Bihar,26.12111,84.51,Motihari,,,,71.4128,ogl
841403,Saran,Bihar,25.98916,84.69,Patna,,,,60.2547,ogl
841416,Siwan,Bihar,26.23851,84.7,Motihari,,,,50.587,ogl
841427,Gopalganj,Bihar,26.42386,84.53,Motihari,,,,45.9582,ogl
843107,Muzaffarpur,Bihar,26.06782,85.0,Muzaffarpur,,,,34.1936,ogl
843115,Muzaffarpur,Bihar,26.05152,85.61,Muzaffarpur,,,,30.0274,ogl
843117,Muzaffarpur,Bihar,26.29299,85.46,Muzaffarpur,,,,20.5174,ogl
843324,Sitamarhi,Bihar,26.74451,85.67,Sitamarhi,,,,23.7506,ogl
843329,Sheohar,Bihar,26.49117,85.28,Sitamarhi,,,,24.7268,ogl
843333,Sitamarhi,Bihar,26.44834,85.64,Sitamarhi,,,,21.3365,ogl
845301,East Champaran,Bihar,26.88312,84.92,Motihari,,,,25.9238,ogl
845406,East Champaran,Bihar,26.33946,85.24,Muzaffarpur,,,,22.8994,ogl
845423,East Champaran,Bihar,26.41274,84.77,Motihari,,,,30.1498,ogl
845426,East Champaran,Bihar,26.36243,85.06,Motihari,,,,35.0116,ogl
845437,East Champaran,Bihar,26.55173,84.83,Motihari,,,,13.9179,ogl
847212,Madhubani,Bihar,26.32168,86.06,Darbhanga,,,,27.0398,ogl
847224,Madhubani,Bihar,26.46072,86.31,Darbhanga,,,,50.7113,ogl
847234,Madhubani,Bihar,26.26031,86.08,Darbhanga,,,,20.6611,ogl
847301,Samastipur,Bihar,25.99019,85.9,Darbhanga,,,,16.3838,ogl
847408,Madhubani,Bihar,26.13596,86.41,Darbhanga,,,,38.4496,ogl
847409,Madhubani,Bihar,26.39587,86.47,Darbhanga,,,,56.2094,ogl
852101,Madhepura,Bihar,25.74663,86.95,Purnia,,,,46.2144,ogl
852121,Madhepura,Bihar,25.91262,86.72,Purnia,,,,70.6065,ogl
852131,Supaul,Bihar,26.15526,86.61,Darbhanga,,,,58.5093,ogl
852213,Madhepura,Bihar,25.54013,87.02,Bhagalpur,,,,29.927,ogl
811316,Jamui,Bihar,24.66947,86.51,Bhagalpur,,,,93.0921,ogl
852215,Supaul,Bihar,26.37705,86.85,Araria,,,,53.2935,ogl
813205,Bhagalpur,Bihar,25.1479,87.17,Bhagalpur,,,,16.3051,ogl
813214,Bhagalpur,Bihar,25.25506,87.27,Bhagalpur,,,,14.6036,ogl
813222,Bhagalpur,Bihar,25.26563,87.31,Bhagalpur,,,,18.3003,ogl
814131,Banka,Bihar,24.63758,86.7,Bhagalpur,,,,84.5092,ogl
814142,Deoghar,Jharkhand,24.54382,86.63,Bhagalpur,,,,97.0908,ogl
814150,Deoghar,Jharkhand,24.35049,86.83,Bhagalpur,,,,108.7676,ogl
815302,Giridh,Jharkhand,24.16546,86.37,Nawada,,,,112.6195,ogl
815312,Giridh,Jharkhand,24.24725,86.4,Nawada,,,,109.4333,ogl
815315,Giridh,Jharkhand,24.39905,86.18,Nawada,,,,81.4872,ogl
815353,Deoghar,Jharkhand,24.26688,86.66,Bhagalpur,,,,123.2642,ogl
852218,Supaul,Bihar,26.16069,86.79,Araria,,,,59.0018,ogl
853204,Bhagalpur,Bihar,25.41842,87.16,Bhagalpur,,,,14.5944,ogl
854330,Purnia,Bihar,25.90675,87.57,Purnia,,,,21.3312,ogl
855115,Kishanganj,Bihar,26.12667,87.76,Araria,,,,41.851,ogl
277204,Ballia,Uttar Pradesh,25.74361,84.56,Buxar,,,,52.4136,ogl
277209,Ballia,Uttar Pradesh,25.86987,84.38,Buxar,,,,48.8691,ogl
824303,Aurangabad(Bh),Bihar,24.69649,84.13,Sasaram,,,,30.5914,ogl
825167,Giridh,Jharkhand,23.95881,86.06,Nawada,,,,110.0914,ogl
825313,Hazaribag,Jharkhand,24.02505,85.62,Nawada,,,,88.6655,ogl
825324,Giridh,Jharkhand,24.24985,85.97,Nawada,,,,77.9009,ogl
734006,Darjeeling,West Bengal,26.7106,88.44,Araria,,,,117.4605,ogl
734010,West Midnapore,West Bengal,26.7427,88.35,Araria,,,,111.0549,ogl
734429,Darjeeling,West Bengal,26.67213,88.19,Araria,,,,93.3445,ogl
735222,Jalpaiguri,West Bengal,26.83915,88.62,Araria,,,,139.7744,ogl
826004,Dhanbad,Jharkhand,23.84775,86.43,Nawada,,,,141.9689,ogl
827010,Bokaro,Jharkhand,23.61544,86.07,Nawada,,,,144.8636,ogl
827012,Bokaro,Jharkhand,23.64294,86.14,Nawada,,,,144.99,ogl
828202,Dhanbad,Jharkhand,23.72547,86.79,Nawada,,,,177.0819,ogl
832108,Seraikela-Kharsawan,Jharkhand,22.81287,86.11,Nawada,,,,230.8443,ogl
834002,Ranchi,Jharkhand,23.33997,85.31,Gaya,,,,152.0882,ogl
802119,Buxar,Bihar,25.53602,84.15,Buxar,,,,5.3805,ogl
802126,Buxar,Bihar,25.46812,84.15,Buxar,,,,5.6744,ogl
802129,Buxar,Bihar,25.38339,84.18,Buxar,,,,15.1508,ogl
802154,Bhojpur,Bihar,25.58324,84.48,Buxar,,,,38.1717,ogl
802166,Bhojpur,Bihar,25.65824,84.46,Buxar,,,,39.087,ogl
802209,Bhojpur,Bihar,25.21331,84.48,Buxar,,,,49.2796,ogl
802214,Rohtas,Bihar,25.12433,84.3,Sasaram,,,,34.5898,ogl
802218,Rohtas,Bihar,25.26503,84.12,Buxar,,,,26.592,ogl
803114,Nalanda,Bihar,25.19034,85.39,Nalanda,,,,7.5269,ogl
841426,Gopalganj,Bihar,26.43983,84.11,Gorakhpur,,,,78.8666,ogl
841436,Gopalganj,Bihar,26.34031,84.26,Motihari,,,,73.8698,ogl
841437,Gopalganj,Bihar,26.56704,84.12,Gorakhpur,,,,76.4135,ogl
804401,Arwal,Bihar,25.26214,84.68,Jehanabad,,,,35.4648,ogl
841503,Gopalganj,Bihar,26.57603,84.28,Motihari,,,,63.8291,ogl
804403,Gaya,Bihar,24.97185,84.98,Jehanabad,,,,20.0385,ogl
804422,Jehanabad,Bihar,25.05986,84.97,Jehanabad,,,,10.8021,ogl
804425,Jehanabad,Bihar,25.14416,84.9,Jehanabad,,,,11.0912,ogl
804427,Jehanabad,Bihar,25.12781,84.99,Jehanabad,,,,3.1845,ogl
805103,Nawada,Bihar,24.83644,85.41,Nawada,,,,11.1016,ogl
805104,Nawada,Bihar,24.92253,85.62,Nawada,,,,15.6138,ogl
805122,Nawada,Bihar,24.72578,85.41,Nawada,,,,14.885,ogl
805125,Nawada,Bihar,24.63644,85.53,Nawada,,,,20.1145,ogl
805126,Nawada,Bihar,24.74266,85.52,Nawada,,,,8.2689,ogl
805127,Nawada,Bihar,24.64903,85.37,Nawada,,,,23.9157,ogl
805128,Gaya,Bihar,24.72675,85.25,Gaya,,,,24.7955,ogl
805131,Gaya,Bihar,24.82205,85.21,Gaya,,,,25.6392,ogl
845101,West Champaran,Bihar,27.05821,84.19,Motihari,,,,85.1906,ogl
845106,West Champaran,Bihar,27.30327,84.22,Motihari,,,,100.215,ogl
811202,Munger,Bihar,25.37901,86.44,Begusarai,,,,38.3278,ogl
811304,Sheikhpura,Bihar,25.06419,85.94,Nawada,,,,50.6627,ogl
811307,Jamui,Bihar,24.93449,86.23,Begusarai,,,,65.8877,ogl
811315,Jamui,Bihar,24.96891,86.04,Nawada,,,,55.304,ogl
812002,Bhagalpur,Bihar,25.24517,86.97,Bhagalpur,,,,16.8435,ogl
845433,East Champaran,Bihar,26.87599,84.8,Motihari,,,,27.6714,ogl
821310,Rohtas,Bihar,25.06897,84.35,Sasaram,,,,36.226,ogl
823003,Gaya,Bihar,24.82297,85.04,Gaya,,,,16.1836,ogl
824121,Aurangabad(Bh),Bihar,24.84423,84.38,Sasaram,,,,38.6907,ogl
824125,Aurangabad(Bh),Bihar,24.79571,84.64,Gaya,,,,39.5197,ogl
824208,Aurangabad(Bh),Bihar,24.61779,84.59,Gaya,,,,43.0064,ogl
824211,Gaya,Bihar,24.56987,84.79,Gaya,,,,25.3869,ogl
825401,Chatra,Jharkhand,24.30202,85.0,Gaya,,,,42.0416,ogl
825405,Hazaribag,Jharkhand,24.25691,85.46,Nawada,,,,62.5539,ogl
825410,Koderma,Jharkhand,24.44346,85.63,Nawada,,,,43.0535,ogl
825411,Hazaribag,Jharkhand,24.20052,85.38,Gaya,,,,65.1573,ogl
841208,Saran,Bihar,25.96223,84.55,Buxar,,,,67.3827,ogl
841232,Siwan,Bihar,26.29793,84.45,Motihari,,,,60.7491,ogl
841404,Siwan,Bihar,26.04503,84.47,Buxar,,,,70.1431,ogl
841406,Siwan,Bihar,26.17686,84.67,Motihari,,,,58.0644,ogl
841410,Saran,Bihar,26.17989,84.87,Muzaffarpur,,,,46.0284,ogl
841411,Saran,Bihar,26.02509,84.81,Muzaffarpur,,,,53.756,ogl
841412,Saran,Bihar,25.90075,84.69,Patna,,,,53.849,ogl
841417,Saran,Bihar,26.13567,84.87,Muzaffarpur,,,,45.9446,ogl
841424,Saran,Bihar,26.07051,84.89,Muzaffarpur,,,,44.8131,ogl
841442,Saran,Bihar,25.91195,84.76,Patna,,,,49.2649,ogl
842004,Muzaffarpur,Bihar,26.19617,85.39,Muzaffarpur,,,,7.8872,ogl
843103,Muzaffarpur,Bihar,26.18365,85.51,Muzaffarpur,,,,18.3494,ogl
843105,Muzaffarpur,Bihar,25.96973,85.55,Vaishali,,,,28.9166,ogl
843106,Muzaffarpur,Bihar,26.07292,85.2,Muzaffarpur,,,,15.5545,ogl
843120,Muzaffarpur,Bihar,26.15607,84.99,Muzaffarpur,,,,33.9424,ogl
843125,Muzaffarpur,Bihar,26.25288,84.94,Muzaffarpur,,,,40.5568,ogl
843146,Muzaffarpur,Bihar,26.09974,85.36,Muzaffarpur,,,,6.3406,ogl
843301,Sitamarhi,Bihar,26.56472,85.53,Sitamarhi,,,,4.3891,ogl
843313,Sitamarhi,Bihar,26.7001,85.28,Sitamarhi,,,,24.8795,ogl
843318,Sitamarhi,Bihar,26.35087,85.67,Sitamarhi,,,,31.8725,ogl
843321,Muzaffarpur,Bihar,26.21722,85.64,Muzaffarpur,,,,31.8235,ogl
843334,Sheohar,Bihar,26.59817,85.3,Sitamarhi,,,,19.9309,ogl
845303,East Champaran,Bihar,26.80975,85.12,Motihari,,,,26.892,ogl
854106,Katihar,Bihar,25.58756,87.54,Katihar,,,,11.0673,ogl
845411,East Champaran,Bihar,26.5681,84.68,Motihari,,,,25.2328,ogl
845422,East Champaran,Bihar,26.64297,84.69,Motihari,,,,22.5441,ogl
845424,East Champaran,Bihar,26.32219,84.86,Motihari,,,,36.885,ogl
845430,East Champaran,Bihar,26.53261,85.18,Motihari,,,,29.2543,ogl
845457,East Champaran,Bihar,26.58405,85.16,Motihari,,,,25.2739,ogl
846007,Darbhanga,Bihar,26.18214,85.95,Darbhanga,,,,13.8843,ogl
855102,Katihar,Bihar,25.55606,87.96,Katihar,,,,31.5306,ogl
202392,Aligarh,Uttar Pradesh,28.17036,78.14,Aligarh,,,,32.2866,ogl
125106,Fatehabad,Haryana,29.67696,75.73,Gurugram,,,,185.1305,ogl
125133,Fatehabad,Haryana,29.77771,75.79,Delhi,,,,189.4276,ogl
143301,Tarn Taran,Punjab,31.4964,74.81,Dehradun,,,,334.3025,ogl
143419,Tarn Taran,Punjab,31.19846,74.59,Dehradun,,,,343.474,ogl
145023,Pathankot,Punjab,32.31628,75.62,Dehradun,,,,318.761,ogl
145025,Pathankot,Punjab,32.22483,75.57,Dehradun,,,,315.4046,ogl
148035,Sangrur,Punjab,30.09021,75.97,Dehradun,,,,200.6888,ogl
152005,Firozpur,Punjab,30.95998,74.79,Dehradun,,,,318.6934,ogl
171207,Shimla,Himachal Pradesh,31.23696,77.73,Dehradun,,,,105.1072,ogl
172022,Shimla,Himachal Pradesh,31.37818,77.8,Dehradun,,,,118.7825,ogl
172101,Kinnaur,Himachal Pradesh,31.61414,77.73,Dehradun,,,,145.8163,ogl
172104,Kinnaur,Himachal Pradesh,31.53223,78.13,Dehradun,,,,133.9572,ogl
172201,Shimla,Himachal Pradesh,31.52845,77.69,Dehradun,,,,137.3793,ogl
174405,Hamirpur(Hp),Himachal Pradesh,31.62063,76.44,Dehradun,,,,209.4313,ogl
175001,Mandi,Himachal Pradesh,31.71175,76.9,Dehradun,,,,188.1651,ogl
175015,Mandi,Himachal Pradesh,31.919,76.82,Dehradun,,,,211.4308,ogl
175024,Mandi,Himachal Pradesh,31.66248,76.74,Dehradun,,,,193.1457,ogl
175032,Mandi,Himachal Pradesh,32.00842,76.71,Dehradun,,,,225.4801,ogl
175050,Mandi,Himachal Pradesh,31.82009,76.71,Dehradun,,,,208.5558,ogl
175102,Kullu,Himachal Pradesh,31.94873,77.01,Dehradun,,,,204.9541,ogl
175103,Kullu,Himachal Pradesh,32.34486,76.91,Dehradun,,,,248.4149,ogl
175105,Kullu,Himachal Pradesh,31.98763,77.51,Dehradun,,,,191.0938,ogl
