input.pincode,output.city,output.state,output.lat,output.lon,output.hub,output.hub_pin,output.hub_city,output.ogl_distance,output.distance_from_hub,output.serviceable_flag
110001,Central Delhi,Delhi,28.62644,77.22,Delhi,,,,3.5292,serveciable
110002,Central Delhi,Delhi,28.63661,77.24,Delhi,,,,5.6406,serveciable
110003,Central Delhi,Delhi,28.58973,77.23,Delhi,,,,3.1437,serveciable
110004,Central Delhi,Delhi,28.61438,77.2,Delhi,,,,1.599,serveciable
110005,Central Delhi,Delhi,28.6544,77.19,Delhi,,,,6.1272,serveciable
110006,North Delhi,Delhi,28.65311,77.23,Delhi,,,,6.5916,serveciable
110007,North Delhi,Delhi,28.67768,77.2,Delhi,,,,8.6376,serveciable
110008,Central Delhi,Delhi,28.65332,77.16,Delhi,,,,7.0989,serveciable
110009,North West Delhi,Delhi,28.70762,77.2,Delhi,,,,11.9668,serveciable
110010,South West Delhi,Delhi,28.58572,77.13,Delhi,,,,7.0164,serveciable
110011,Central Delhi,Delhi,28.60279,77.21,Delhi,,,,1.0244,serveciable
110012,Central Delhi,Delhi,28.63526,77.16,Delhi,,,,5.5332,serveciable
110013,South Delhi,Delhi,28.60459,77.26,Delhi,,,,5.8797,serveciable
110014,South Delhi,Delhi,28.57747,77.27,Delhi,,,,7.2793,serveciable
110015,West Delhi,Delhi,28.65126,77.15,Delhi,,,,7.5036,serveciable
110016,South West Delhi,Delhi,28.54965,77.19,Delhi,,,,5.6832,serveciable
110017,South Delhi,Delhi,28.53168,77.22,Delhi,,,,7.8439,serveciable
110018,West Delhi,Delhi,28.64303,77.09,Delhi,,,,11.7547,serveciable
110019,South Delhi,Delhi,28.53503,77.26,Delhi,,,,9.3018,serveciable
110020,South Delhi,Delhi,28.53441,77.28,Delhi,,,,10.6878,serveciable
110021,South West Delhi,Delhi,28.59103,77.18,Delhi,,,,2.1926,serveciable
110022,South West Delhi,Delhi,28.56462,77.18,Delhi,,,,4.3921,serveciable
110023,South West Delhi,Delhi,28.57618,77.2,Delhi,,,,2.6487,serveciable
110024,South Delhi,Delhi,28.56859,77.24,Delhi,,,,5.2395,serveciable
110025,South Delhi,Delhi,28.55473,77.29,Delhi,,,,10.1279,serveciable
110026,West Delhi,Delhi,28.66996,77.14,Delhi,,,,9.7368,serveciable
110027,West Delhi,Delhi,28.64735,77.12,Delhi,,,,9.4177,serveciable
110028,South West Delhi,Delhi,28.63287,77.14,Delhi,,,,6.9036,serveciable
110029,South West Delhi,Delhi,28.56396,77.2,Delhi,,,,4.0075,serveciable
110030,South West Delhi,Delhi,28.50194,77.18,Delhi,,,,11.0774,serveciable
110031,East Delhi,Delhi,28.65591,77.27,Delhi,,,,9.2373,serveciable
110032,North East Delhi,Delhi,28.67204,77.29,Delhi,,,,11.8877,serveciable
110033,North West Delhi,Delhi,28.71406,77.17,Delhi,,,,13.0163,serveciable
110034,North West Delhi,Delhi,28.69938,77.13,Delhi,,,,12.9913,serveciable
110035,North West Delhi,Delhi,28.68057,77.16,Delhi,,,,9.7725,serveciable
110036,North West Delhi,Delhi,28.80885,77.17,Delhi,,,,23.4067,serveciable
110037,South West Delhi,Delhi,28.54934,77.1,Delhi,,,,11.2734,serveciable
110038,South West Delhi,Delhi,28.51563,77.11,Gurugram,,,,9.9696,serveciable
110039,North West Delhi,Delhi,28.79196,77.02,Delhi,,,,27.6378,serveciable
110040,North West Delhi,Delhi,28.84276,77.1,Delhi,,,,28.701,serveciable
110041,West Delhi,Delhi,28.6655,77.06,Delhi,,,,15.4835,serveciable
110042,North West Delhi,Delhi,28.74891,77.16,Delhi,,,,17.0117,serveciable
110043,South West Delhi,Delhi,28.58183,76.97,Gurugram,,,,14.7608,serveciable
110044,South Delhi,Delhi,28.50956,77.3,Faridabad,,,,12.2217,serveciable
110045,South West Delhi,Delhi,28.59952,77.09,Delhi,,,,10.7392,serveciable
110046,South West Delhi,Delhi,28.60757,77.11,Delhi,,,,8.8264,serveciable
110047,South West Delhi,Delhi,28.46294,77.14,Gurugram,,,,10.7581,serveciable
110048,South Delhi,Delhi,28.54395,77.24,Delhi,,,,7.3554,serveciable
110049,South Delhi,Delhi,28.55879,77.22,Delhi,,,,4.9811,serveciable
110051,East Delhi,Delhi,28.65803,77.29,Delhi,,,,10.8993,serveciable
110052,North West Delhi,Delhi,28.68861,77.17,Delhi,,,,10.2787,serveciable
110053,North East Delhi,Delhi,28.68634,77.26,Delhi,,,,11.2452,serveciable
110054,North Delhi,Delhi,28.68877,77.22,Delhi,,,,10.0619,serveciable
110055,Central Delhi,Delhi,28.64479,77.21,Delhi,,,,5.0752,serveciable
110056,North West Delhi,Delhi,28.67985,77.11,Delhi,,,,12.4891,serveciable
110057,South West Delhi,Delhi,28.56121,77.16,Delhi,,,,5.8189,serveciable
110058,West Delhi,Delhi,28.62137,77.09,Delhi,,,,10.9977,serveciable
110059,West Delhi,Delhi,28.6248,77.05,Delhi,,,,14.8998,serveciable
110060,Central Delhi,Delhi,28.62297,77.19,Delhi,,,,2.7343,serveciable
110061,South West Delhi,Delhi,28.52901,77.07,Gurugram,,,,8.6118,serveciable
110062,South Delhi,Delhi,28.50464,77.23,Delhi,,,,11.001,serveciable
110063,West Delhi,Delhi,28.66671,77.1,Delhi,,,,12.2586,serveciable
110064,West Delhi,Delhi,28.62581,77.12,Delhi,,,,8.3199,serveciable
110065,South Delhi,Delhi,28.56477,77.26,Delhi,,,,7.0477,serveciable
110066,South West Delhi,Delhi,28.56918,77.18,Delhi,,,,3.9444,serveciable
110067,South West Delhi,Delhi,28.54213,77.17,Delhi,,,,7.0704,serveciable
110068,South West Delhi,Delhi,28.49764,77.2,Delhi,,,,11.3819,serveciable
110069,Central Delhi,Delhi,28.60836,77.23,Delhi,,,,3.0727,serveciable
110070,South West Delhi,Delhi,28.5325,77.15,Delhi,,,,8.9542,serveciable
110071,South West Delhi,Delhi,28.55246,77.0,Gurugram,,,,10.6908,serveciable
110072,South West Delhi,Delhi,28.64878,76.95,Gurugram,,,,22.3984,serveciable
110073,South West Delhi,Delhi,28.56635,76.89,Gurugram,,,,18.0821,serveciable
110074,South West Delhi,Delhi,28.45786,77.21,Faridabad,,,,11.7053,serveciable
110075,South West Delhi,Delhi,28.58615,77.06,Delhi,,,,13.7552,serveciable
110076,South Delhi,Delhi,28.52852,77.32,Delhi,,,,14.1603,serveciable
110077,South West Delhi,Delhi,28.55695,77.05,Gurugram,,,,10.956,serveciable
110078,West Delhi,Delhi,28.59857,77.03,Gurugram,,,,15.4083,serveciable
110080,South Delhi,Delhi,28.48918,77.24,Faridabad,,,,12.0488,serveciable
110081,North West Delhi,Delhi,28.73935,77.0,Delhi,,,,24.9165,serveciable
110082,North West Delhi,Delhi,28.78206,77.11,Delhi,,,,22.0657,serveciable
110083,North West Delhi,Delhi,28.69326,77.09,Delhi,,,,14.9252,serveciable
110084,North Delhi,Delhi,28.74949,77.21,Delhi,,,,16.6511,serveciable
110085,North Delhi,Delhi,28.71662,77.11,Delhi,,,,15.6612,serveciable
110086,North West Delhi,Delhi,28.71834,77.07,Delhi,,,,18.277,serveciable
110087,West Delhi,Delhi,28.66908,77.09,Delhi,,,,13.2005,serveciable
110088,North West Delhi,Delhi,28.71465,77.16,Delhi,,,,13.3326,serveciable
110089,North West Delhi,Delhi,28.73143,77.13,Delhi,,,,16.1314,serveciable
110090,East Delhi,Delhi,28.73606,77.24,Delhi,,,,15.6244,serveciable
110091,East Delhi,Delhi,28.59765,77.29,Delhi,,,,8.7904,serveciable
110092,East Delhi,Delhi,28.63321,77.29,Delhi,,,,9.5296,serveciable
110093,East Delhi,Delhi,28.69844,77.31,Delhi,,,,15.3308,serveciable
110094,North East Delhi,Delhi,28.71287,77.28,Delhi,,,,14.7801,serveciable
110095,East Delhi,Delhi,28.67959,77.32,Delhi,,,,14.6788,serveciable
110096,East Delhi,Delhi,28.61365,77.32,Delhi,,,,11.8124,serveciable
121001,Faridabad,Haryana,28.39684,77.28,Faridabad,,,,2.9554,serveciable
121002,Faridabad,Haryana,28.42502,77.37,Faridabad,,,,6.4942,serveciable
121003,Faridabad,Haryana,28.45024,77.32,Faridabad,,,,5.6714,serveciable
121004,Faridabad,Haryana,28.27055,77.32,Faridabad,,,,14.4274,serveciable
121005,Faridabad,Haryana,28.38193,77.23,Faridabad,,,,8.0795,serveciable
121006,Faridabad,Haryana,28.3647,77.33,Faridabad,,,,4.3858,serveciable
121007,Faridabad,Haryana,28.39216,77.32,Faridabad,,,,1.3103,serveciable
121008,Faridabad,Haryana,28.43334,77.32,Faridabad,,,,3.8341,serveciable
121009,Faridabad,Haryana,28.48327,77.29,Faridabad,,,,9.4634,serveciable
121010,Faridabad,Haryana,28.46175,77.29,Faridabad,,,,7.1394,serveciable
121012,Faridabad,Haryana,28.42319,77.29,Faridabad,,,,3.2366,serveciable
121013,Faridabad,Haryana,28.50206,77.35,Faridabad,,,,12.0034,serveciable
121101,Faridabad,Haryana,28.35372,77.45,Faridabad,,,,14.6316,serveciable
121102,Faridabad,Haryana,28.15615,77.36,Faridabad,,,,27.5534,serveciable
121103,Faridabad,Haryana,28.06449,77.2,Faridabad,,,,38.8322,serveciable
121105,Faridabad,Haryana,28.01517,77.33,Faridabad,,,,42.836,serveciable
121106,Faridabad,Haryana,27.92197,77.33,Faridabad,,,,53.1907,serveciable
121107,Faridabad,Haryana,27.95471,77.48,Faridabad,,,,52.2426,serveciable
122001,Gurgaon,Haryana,28.40743,76.99,Gurugram,,,,7.0333,serveciable
122002,Gurgaon,Haryana,28.44783,77.08,Gurugram,,,,5.072,serveciable
122003,Gurgaon,Haryana,28.43561,77.07,Gurugram,,,,4.7591,serveciable
122004,Gurgaon,Haryana,28.40743,76.99,Gurugram,,,,7.0333,serveciable
122005,Gurgaon,Haryana,28.48269,77.06,Gurugram,,,,3.8684,serveciable
122006,Gurgaon,Haryana,28.47754,76.99,Gurugram,,,,4.3694,serveciable
122007,Gurgaon,Haryana,28.47382,77.05,Gurugram,,,,2.4867,serveciable
122008,Gurgaon,Haryana,28.48792,77.08,Gurugram,,,,5.7899,serveciable
122009,Gurgaon,Haryana,28.45586,77.09,Gurugram,,,,5.8836,serveciable
122010,Gurgaon,Haryana,28.49979,77.09,Gurugram,,,,7.3462,serveciable
122011,Gurgaon,Haryana,28.43344,77.12,Gurugram,,,,9.2816,serveciable
122015,Gurgaon,Haryana,28.49535,77.07,Gurugram,,,,5.544,serveciable
122016,Gurgaon,Haryana,28.50792,77.08,Gurugram,,,,7.23,serveciable
122017,Gurgaon,Haryana,28.50974,77.01,Gurugram,,,,5.8661,serveciable
122018,Gurgaon,Haryana,28.41674,77.05,Gurugram,,,,5.1926,serveciable
122051,Gurgaon,Haryana,28.35276,76.91,Gurugram,,,,16.7316,serveciable
122052,Gurgaon,Haryana,28.37738,76.95,Gurugram,,,,12.0668,serveciable
122101,Gurgaon,Haryana,28.36573,77.0,Gurugram,,,,10.8852,serveciable
122102,Gurgaon,Haryana,28.35894,77.08,Gurugram,,,,12.2553,serveciable
122103,Gurgaon,Haryana,28.21782,77.13,Faridabad,,,,26.8492,serveciable
122104,Gurgaon,Haryana,27.74683,76.99,Mathura,,,,74.2249,serveciable
122105,Gurgaon,Haryana,28.23885,76.95,Gurugram,,,,25.8069,serveciable
122107,Gurgaon,Haryana,28.08898,77.04,Gurugram,,,,41.2672,serveciable
122108,Gurgaon,Haryana,27.91377,77.01,Gurugram,,,,60.7696,serveciable
122413,Gurgaon,Haryana,28.28349,76.85,Gurugram,,,,26.3698,serveciable
122414,Gurgaon,Haryana,28.27901,76.77,Gurugram,,,,32.4367,serveciable
122502,Gurgaon,Haryana,28.24666,76.68,Gurugram,,,,41.6626,serveciable
122503,Gurgaon,Haryana,28.33835,76.8,Gurugram,,,,26.2506,serveciable
122504,Gurgaon,Haryana,28.35917,76.74,Gurugram,,,,30.4986,serveciable
122505,Gurgaon,Haryana,28.45071,76.9,Gurugram,,,,12.7509,serveciable
122506,Gurgaon,Haryana,28.43377,76.82,Gurugram,,,,20.7376,serveciable
122508,Gurgaon,Haryana,27.88048,77.19,Faridabad,,,,58.9541,serveciable
123001,Mahendragarh,Haryana,28.03495,76.07,Gurugram,,,,105.2438,serveciable
123021,Rewari,Haryana,28.1259,76.25,Gurugram,,,,84.9268,serveciable
123023,Mahendragarh,Haryana,27.88869,76.1,Gurugram,,,,111.1097,serveciable
800001,Patna,Bihar,25.60585,85.13,Patna,,,,1.1038,serveciable
123027,Mahendragarh,Haryana,28.36781,76.28,Gurugram,,,,74.0624,serveciable
414502,Ahmed Nagar,Maharashtra,19.37859,75.29,Aurangabad,,,,55.9996,serveciable
801503,Patna,Bihar,25.66265,84.99,Patna,,,,14.2869,serveciable
123035,Rewari,Haryana,28.34818,76.62,Gurugram,,,,41.9849,serveciable
123101,Rewari,Haryana,28.19522,76.49,Gurugram,,,,60.5017,serveciable
123102,Rewari,Haryana,28.18247,76.39,Gurugram,,,,69.8347,serveciable
123103,Rewari,Haryana,28.21895,76.4,Gurugram,,,,67.2309,serveciable
123106,Rewari,Haryana,28.18271,76.78,Gurugram,,,,39.364,serveciable
123110,Rewari,Haryana,28.23633,76.79,Gurugram,,,,34.2079,serveciable
123301,Rewari,Haryana,28.38797,76.58,Gurugram,,,,44.7286,serveciable
123302,Rewari,Haryana,28.39104,76.48,Gurugram,,,,54.3277,serveciable
123303,Mahendragarh,Haryana,28.41542,76.37,Gurugram,,,,64.7233,serveciable
123401,Rewari,Haryana,28.23515,76.59,Gurugram,,,,49.7912,serveciable
123411,Rewari,Haryana,28.29738,76.43,Gurugram,,,,61.4213,serveciable
123412,Rewari,Haryana,28.10195,76.51,Gurugram,,,,64.6365,serveciable
123501,Mahendragarh,Haryana,28.04713,76.57,Gurugram,,,,64.3245,serveciable
124001,Rohtak,Haryana,28.91304,76.59,Gurugram,,,,66.1806,serveciable
124010,Rohtak,Haryana,28.85871,76.57,Gurugram,,,,63.0875,serveciable
124021,Rohtak,Haryana,28.86684,76.64,Gurugram,,,,59.1138,serveciable
124022,Rohtak,Haryana,28.88192,76.4,Gurugram,,,,77.3226,serveciable
124102,Jhajjar,Haryana,28.69646,76.64,Gurugram,,,,46.2775,serveciable
124103,Jhajjar,Haryana,28.57619,76.67,Gurugram,,,,37.4709,serveciable
124104,Jhajjar,Haryana,28.61477,76.72,Gurugram,,,,34.831,serveciable
124105,Jhajjar,Haryana,28.54739,76.82,Gurugram,,,,22.705,serveciable
124106,Jhajjar,Haryana,28.56493,76.46,Gurugram,,,,56.9028,serveciable
124107,Jhajjar,Haryana,28.7728,76.64,Gurugram,,,,51.5654,serveciable
124108,Jhajjar,Haryana,28.42986,76.66,Gurugram,,,,36.3302,serveciable
124109,Jhajjar,Haryana,28.484,76.56,Gurugram,,,,46.018,serveciable
124111,Rohtak,Haryana,28.94304,76.41,Gurugram,,,,80.8798,serveciable
124112,Rohtak,Haryana,28.99172,76.3,Gurugram,,,,92.5341,serveciable
124113,Rohtak,Haryana,28.81032,76.4,Gurugram,,,,72.7854,serveciable
124141,Rohtak,Haryana,28.47965,76.37,Gurugram,,,,64.5505,serveciable
124142,Jhajjar,Haryana,28.47658,76.32,Gurugram,,,,69.4264,serveciable
124146,Jhajjar,Haryana,28.48498,76.46,Gurugram,,,,55.7841,serveciable
124201,Jhajjar,Haryana,28.69624,76.56,Gurugram,,,,52.8803,serveciable
124202,Jhajjar,Haryana,28.70046,76.46,Gurugram,,,,61.7472,serveciable
124303,Rohtak,Haryana,29.01478,76.64,Delhi,,,,71.4442,serveciable
124401,Rohtak,Haryana,28.93203,76.75,Delhi,,,,57.3325,serveciable
124404,Jhajjar,Haryana,28.82729,76.83,Delhi,,,,44.0537,serveciable
124406,Rohtak,Haryana,28.8838,76.79,Delhi,,,,50.9282,serveciable
124411,Rohtak,Haryana,28.83364,76.47,Gurugram,,,,68.6469,serveciable
124412,Rohtak,Haryana,28.77699,76.54,Gurugram,,,,59.4137,serveciable
124501,Rohtak,Haryana,28.77604,76.75,Gurugram,,,,44.519,serveciable
124504,Jhajjar,Haryana,28.69079,76.72,Gurugram,,,,39.6855,serveciable
124505,Jhajjar,Haryana,28.75255,76.85,Gurugram,,,,36.9726,serveciable
124506,Jhajjar,Haryana,28.71684,76.81,Gurugram,,,,35.7357,serveciable
124507,Jhajjar,Haryana,28.69758,76.87,Gurugram,,,,30.6918,serveciable
124508,Jhajjar,Haryana,28.66434,76.79,Gurugram,,,,32.6444,serveciable
124513,Rohtak,Haryana,28.99384,76.38,Gurugram,,,,86.8373,serveciable
124514,Rohtak,Haryana,28.97746,76.49,Gurugram,,,,77.9978,serveciable
125001,Hisar,Haryana,29.15884,75.72,Gurugram,,,,149.4284,serveciable
125004,Hisar,Haryana,29.11566,75.54,Gurugram,,,,162.4769,serveciable
125005,Hisar,Haryana,29.10703,75.77,Gurugram,,,,142.3181,serveciable
125006,Hisar,Haryana,29.0648,75.81,Gurugram,,,,136.6178,serveciable
125007,Hisar,Haryana,29.04708,75.61,Gurugram,,,,153.0464,serveciable
125011,Hisar,Haryana,29.2613,75.69,Gurugram,,,,158.0097,serveciable
125033,Hisar,Haryana,29.14813,76.01,Gurugram,,,,125.4274,serveciable
125037,Hisar,Haryana,28.97715,75.84,Gurugram,,,,129.5104,serveciable
125038,Hisar,Haryana,29.19176,76.23,Gurugram,,,,112.6684,serveciable
414503,Ahmed Nagar,Maharashtra,19.35925,75.44,Aurangabad,,,,58.8444,serveciable
125042,Hisar,Haryana,29.0726,76.2,Gurugram,,,,105.7594,serveciable
125044,Hisar,Haryana,29.11621,75.84,Gurugram,,,,137.0123,serveciable
125047,Hisar,Haryana,29.37441,75.66,Gurugram,,,,167.6841,serveciable
125048,Fatehabad,Haryana,29.41621,75.55,Gurugram,,,,179.014,serveciable
125049,Hisar,Haryana,29.22634,76.02,Gurugram,,,,130.1479,serveciable
125050,Fatehabad,Haryana,29.50836,75.44,Gurugram,,,,193.6648,serveciable
125051,Fatehabad,Haryana,29.67814,75.51,Gurugram,,,,200.4198,serveciable
125052,Fatehabad,Haryana,29.27584,75.49,Gurugram,,,,175.2623,serveciable
125053,Fatehabad,Haryana,29.35039,75.33,Gurugram,,,,192.8344,serveciable
125054,Sirsa,Haryana,29.56275,75.21,Gurugram,,,,215.3037,serveciable
125056,Sirsa,Haryana,29.56256,75.06,Gurugram,,,,227.4331,serveciable
125058,Sirsa,Haryana,29.46017,75.26,Gurugram,,,,204.9902,serveciable
125060,Sirsa,Haryana,29.57434,75.12,Gurugram,,,,223.2568,serveciable
125075,Sirsa,Haryana,29.5891,74.7,Gurugram,,,,259.0004,serveciable
125076,Sirsa,Haryana,29.58351,74.85,Gurugram,,,,246.0352,serveciable
125077,Sirsa,Haryana,29.68983,74.88,Gurugram,,,,249.7067,serveciable
125078,Sirsa,Haryana,29.70599,75.06,Gurugram,,,,236.3031,serveciable
125101,Sirsa,Haryana,29.79584,74.55,Gurugram,,,,282.9912,serveciable
800008,Patna,Bihar,25.59108,85.24,Hajipur,,,,10.0887,serveciable
125103,Sirsa,Haryana,29.71977,74.73,Gurugram,,,,263.7494,serveciable
125104,Sirsa,Haryana,29.89315,74.73,Gurugram,,,,274.3197,serveciable
414504,Ahmed Nagar,Maharashtra,19.30008,75.49,Aurangabad,,,,66.3711,serveciable
431135,Aurangabad,Maharashtra,20.2153,75.65,Aurangabad,,,,49.3827,serveciable
125111,Fatehabad,Haryana,29.51823,75.69,Gurugram,,,,175.5898,serveciable
125112,Hisar,Haryana,29.40811,75.78,Gurugram,,,,160.9687,serveciable
431203,Jalna,Maharashtra,19.84037,75.91,Aurangabad,,,,59.7741,serveciable
125121,Hisar,Haryana,29.3352,75.94,Gurugram,,,,143.9784,serveciable
125201,Sirsa,Haryana,29.81005,75.03,Gurugram,,,,245.4896,serveciable
126101,Jind,Haryana,29.13848,76.41,Gurugram,,,,96.6512,serveciable
126102,Jind,Haryana,29.30625,76.4,Delhi,,,,110.5701,serveciable
126110,Jind,Haryana,29.39427,76.45,Delhi,,,,114.545,serveciable
126111,Jind,Haryana,29.49629,76.46,Delhi,,,,122.9104,serveciable
126112,Jind,Haryana,29.35995,76.61,Delhi,,,,102.1482,serveciable
126113,Jind,Haryana,29.31124,76.51,Delhi,,,,103.7373,serveciable
126114,Jind,Haryana,29.22925,76.38,Delhi,,,,106.1403,serveciable
126115,Jind,Haryana,29.49807,76.2,Delhi,,,,139.3592,serveciable
126116,Jind,Haryana,29.66864,76.08,Delhi,,,,161.0983,serveciable
126125,Jind,Haryana,29.47681,76.34,Delhi,,,,128.4345,serveciable
126152,Jind,Haryana,29.50638,76.02,Gurugram,,,,152.2783,serveciable
127021,Bhiwani,Haryana,28.80558,76.12,Gurugram,,,,96.7693,serveciable
127022,Bhiwani,Haryana,28.50055,76.26,Gurugram,,,,75.3933,serveciable
127025,Bhiwani,Haryana,28.77878,76.35,Gurugram,,,,75.2461,serveciable
127026,Bhiwani,Haryana,28.60242,76.11,Gurugram,,,,91.2601,serveciable
127027,Bhiwani,Haryana,28.86596,76.24,Gurugram,,,,89.3243,serveciable
127028,Bhiwani,Haryana,28.66871,75.67,Gurugram,,,,134.8295,serveciable
127029,Bhiwani,Haryana,28.71181,75.94,Gurugram,,,,110.0491,serveciable
127030,Bhiwani,Haryana,28.64706,75.95,Gurugram,,,,107.5148,serveciable
127031,Bhiwani,Haryana,28.86772,76.14,Gurugram,,,,97.9575,serveciable
127032,Bhiwani,Haryana,28.96525,76.05,Gurugram,,,,110.861,serveciable
127035,Bhiwani,Haryana,28.96072,75.93,Gurugram,,,,120.8641,serveciable
127040,Bhiwani,Haryana,28.83423,75.86,Gurugram,,,,121.5187,serveciable
127041,Bhiwani,Haryana,28.99456,76.13,Gurugram,,,,105.9927,serveciable
127042,Bhiwani,Haryana,28.72045,76.28,Gurugram,,,,78.7459,serveciable
127043,Bhiwani,Haryana,28.76874,75.74,Gurugram,,,,130.517,serveciable
127045,Bhiwani,Haryana,28.96412,75.61,Gurugram,,,,149.3961,serveciable
127046,Bhiwani,Haryana,28.83488,75.61,Gurugram,,,,144.701,serveciable
127111,Bhiwani,Haryana,28.76319,76.06,Gurugram,,,,100.5102,serveciable
127114,Bhiwani,Haryana,28.8362,76.3,Gurugram,,,,82.6092,serveciable
127201,Bhiwani,Haryana,28.52352,75.77,Gurugram,,,,123.3386,serveciable
127306,Bhiwani,Haryana,28.60475,76.29,Gurugram,,,,74.0606,serveciable
127307,Bhiwani,Haryana,28.67334,76.38,Gurugram,,,,67.7655,serveciable
127308,Bhiwani,Haryana,28.51507,75.96,Gurugram,,,,104.7515,serveciable
127309,Bhiwani,Haryana,28.7325,76.2,Gurugram,,,,86.513,serveciable
127310,Bhiwani,Haryana,28.47117,76.14,Gurugram,,,,87.0078,serveciable
131001,Sonipat,Haryana,28.98946,76.96,Delhi,,,,49.2174,serveciable
131021,Sonipat,Haryana,28.9872,77.14,Ghaziabad,,,,39.4219,serveciable
131022,Sonipat,Haryana,28.99878,76.91,Delhi,,,,52.5809,serveciable
131023,Sonipat,Haryana,28.92287,77.18,Ghaziabad,,,,32.1351,serveciable
131024,Sonipat,Haryana,29.0687,76.89,Delhi,,,,60.233,serveciable
131027,Sonipat,Haryana,29.05124,77.13,Ghaziabad,,,,44.8301,serveciable
131028,Sonipat,Haryana,28.86721,77.16,Delhi,,,,29.9673,serveciable
131029,Sonipat,Haryana,28.90895,77.1,Delhi,,,,35.71,serveciable
131039,Sonipat,Haryana,29.0684,77.06,Ghaziabad,,,,51.1529,serveciable
131101,Sonipat,Haryana,29.13579,77.01,Ghaziabad,,,,59.7611,serveciable
131102,Sonipat,Haryana,29.15672,76.89,Delhi,,,,68.871,serveciable
131103,Sonipat,Haryana,28.88367,77.03,Delhi,,,,35.632,serveciable
131301,Sonipat,Haryana,29.14857,76.69,Delhi,,,,78.6562,serveciable
131302,Sonipat,Haryana,29.22547,76.58,Delhi,,,,92.0807,serveciable
131304,Sonipat,Haryana,29.15288,76.57,Delhi,,,,86.8466,serveciable
131305,Sonipat,Haryana,29.14608,76.81,Delhi,,,,71.6183,serveciable
131306,Sonipat,Haryana,29.22874,76.78,Delhi,,,,80.9873,serveciable
131402,Sonipat,Haryana,28.88745,76.94,Delhi,,,,40.7942,serveciable
131403,Sonipat,Haryana,28.92736,76.98,Delhi,,,,42.2478,serveciable
131408,Sonipat,Haryana,28.95749,76.82,Delhi,,,,54.3299,serveciable
131409,Sonipat,Haryana,29.01937,76.77,Delhi,,,,62.6878,serveciable
132001,Karnal,Haryana,29.66502,77.02,Meerut,,,,103.701,serveciable
132022,Karnal,Haryana,29.69557,77.11,Meerut,,,,100.3699,serveciable
132023,Karnal,Haryana,29.74829,77.09,Haridwar,,,,104.4338,serveciable
132024,Karnal,Haryana,29.70212,76.8,Ghaziabad,,,,121.8345,serveciable
132036,Karnal,Haryana,29.61442,76.83,Ghaziabad,,,,112.0542,serveciable
132037,Karnal,Haryana,29.63207,76.98,Meerut,,,,103.9529,serveciable
132039,Karnal,Haryana,29.54383,76.6,Ghaziabad,,,,119.907,serveciable
132040,Karnal,Haryana,29.52983,76.83,Ghaziabad,,,,104.3138,serveciable
132041,Karnal,Haryana,29.85208,77.04,Haridwar,,,,107.4474,serveciable
132046,Karnal,Haryana,29.52737,76.72,Ghaziabad,,,,110.7091,serveciable
132054,Karnal,Haryana,29.89315,77.15,Haridwar,,,,96.5189,serveciable
132101,Panipat,Haryana,29.25224,77.01,Ghaziabad,,,,69.2115,serveciable
132102,Panipat,Haryana,29.21939,77.03,Ghaziabad,,,,65.1611,serveciable
132103,Panipat,Haryana,29.38917,76.96,Ghaziabad,,,,84.2673,serveciable
132104,Panipat,Haryana,29.3809,77.04,Ghaziabad,,,,79.2484,serveciable
132105,Panipat,Haryana,29.374,76.87,Ghaziabad,,,,88.3088,serveciable
132106,Panipat,Haryana,29.3285,76.96,Ghaziabad,,,,78.8604,serveciable
132107,Panipat,Haryana,29.29154,76.77,Delhi,,,,87.5418,serveciable
132108,Panipat,Haryana,29.31709,77.02,Ghaziabad,,,,74.3658,serveciable
132113,Panipat,Haryana,29.39291,76.75,Ghaziabad,,,,97.7641,serveciable
132114,Karnal,Haryana,29.52954,76.99,Meerut,,,,95.8739,serveciable
132115,Panipat,Haryana,29.20318,77.12,Ghaziabad,,,,58.4272,serveciable
132116,Karnal,Haryana,29.76323,76.95,Meerut,,,,116.2531,serveciable
132117,Karnal,Haryana,29.88687,76.95,Haridwar,,,,115.8081,serveciable
132122,Panipat,Haryana,29.2455,77.1,Ghaziabad,,,,63.4126,serveciable
132140,Panipat,Haryana,29.46308,76.9,Ghaziabad,,,,94.3326,serveciable
132145,Panipat,Haryana,29.29344,76.9,Ghaziabad,,,,79.6989,serveciable
132157,Karnal,Haryana,29.84365,76.78,Haridwar,,,,132.5043,serveciable
133001,Ambala,Haryana,30.36208,76.84,Dehradun,,,,115.2068,serveciable
133004,Ambala,Haryana,30.28181,76.82,Dehradun,,,,117.2412,serveciable
133005,Ambala,Haryana,30.35459,76.88,Dehradun,,,,111.3511,serveciable
133006,Ambala,Haryana,30.32271,76.92,Dehradun,,,,107.4995,serveciable
133101,Ambala,Haryana,30.28288,76.94,Dehradun,,,,105.7283,serveciable
133102,Ambala,Haryana,30.23117,76.91,Dehradun,,,,109.062,serveciable
133103,Yamuna Nagar,Haryana,30.19481,77.17,Dehradun,,,,84.8978,serveciable
133104,Ambala,Haryana,30.32978,76.94,Dehradun,,,,105.5731,serveciable
133201,Ambala,Haryana,30.20728,77.03,Dehradun,,,,97.9511,serveciable
133202,Ambala,Haryana,30.23857,77.12,Dehradun,,,,88.9218,serveciable
133203,Ambala,Haryana,30.29624,77.06,Dehradun,,,,94.1471,serveciable
